month,division_name,total_employees,total_records,avg_weekly_work_hours,avg_weekly_claimed_hours,avg_efficiency_percent,avg_confidence_percent,total_monthly_work_hours,total_monthly_claimed_hours
2025-03,"Plant 4B팀",2,40,42.01,43.95,107.76,4887.5,336.12,351.62
2025-03,"Talent Management팀",2,38,44.56,47.16,101.41,5381.58,338.63,358.42
2025-03,"영업센터",2,38,44.72,46.99,103.18,5355.26,339.88,357.15
2025-03,"오퍼레이션센터",2,41,39.07,41.71,105,4987.8,320.41,342.02
2025-03,"오퍼레이션혁신팀",2,45,43.26,45.57,91.17,5411.11,389.32,410.13
2025-03,"펩타이드 T/F",2,31,41.52,43.49,107.44,5370.97,257.45,269.62
2025-03,"ADC/mRNA운영팀",1,19,44.83,47.51,98.79,6368.42,170.34,180.55
2025-03,"ASAT팀",1,20,52.99,55.25,102.32,4800,211.96,221
2025-03,"CMC Support팀",1,19,53.18,56.39,110.24,5026.32,202.07,214.28
2025-03,"Client Quality팀",1,20,46.11,49.33,107.87,4925,184.45,197.3
2025-03,"Compliance QA팀",1,21,46.36,49.52,106.56,5000,194.73,208
2025-03,"DP Compliance팀",1,20,37.13,40.16,103.17,5500,148.51,160.63
2025-03,"Facility Operation팀",1,23,41.68,43.62,106.23,4913.04,191.73,200.65
2025-03,"Facility Technology팀",1,19,44.32,48.96,81.54,5447.37,168.41,186.03
2025-03,"GT기술Lab",1,24,38.78,40.45,101.38,5395.83,186.17,194.17
2025-03,"Learning·Development팀",1,20,47.62,50.54,111.49,5350,190.48,202.15
2025-03,"MSAT 1팀",1,18,39.51,41.06,101.42,5333.33,142.23,147.82
2025-03,"MSAT 2팀",1,20,43.46,45.5,83.66,5025,173.85,182
2025-03,"MSAT PD팀",1,21,50.73,54.53,105.65,5500,213.06,229.02
2025-03,"MSAT Technical Excellence팀",1,24,45.88,47.74,108.74,4895.83,220.21,229.15
2025-03,"People센터",1,20,40.32,42.35,102.26,5175,161.29,169.42
2025-03,"Plant 5팀",1,21,50.88,52.47,64.57,5119.05,213.68,220.37
2025-03,"QC Operations팀",1,20,55.03,56.5,91.42,4700,220.13,226
2025-03,"QC Support팀",1,20,55.38,57.31,108.9,4725,221.5,229.25
2025-03,"Sales&Operation팀",1,19,52.27,55.01,101.29,5026.32,198.64,209.03
2025-03,"Talent Acquisition팀",1,19,44.11,46.89,100.23,6052.63,167.62,178.18
2025-03,"Technical QA팀",1,20,40.47,43.2,106.03,5025,161.88,172.8
2025-03,"Validation팀",1,18,36.81,40.63,101.43,5250,132.51,146.28
2025-03,"바이오연구소",1,4,49.04,51.77,4.77,7000,39.23,41.42
2025-03,"선행공정개발Lab",1,19,41.44,43.2,90.58,5368.42,157.48,164.15
2025-03,"안전환경팀",1,23,40.85,43.72,95.58,5065.22,187.89,201.1
2025-03,"이물검사·패키징팀",1,25,43.86,45.78,105.02,5400,219.28,228.9
2025-03,"인프라복지팀",1,20,49.46,50.8,107.96,5175,197.82,203.2
2025-03,"지속가능경영팀",1,19,41.76,44.68,110.29,5552.63,158.68,169.77
2025-03,"항체배양PD팀",1,20,41.01,42.55,109.16,4725,164.05,170.22
2025-03,"항체정제PD팀",1,20,50.48,54.01,105.19,5050,201.93,216.05
2025-02,"Plant 4A 정제그룹",240,2826,49.83,51.86,94.91,5140.66,28162.08,29312.67
2025-02,"Plant 3 정제그룹",227,3265,47.54,50.48,92.45,5257.58,31042.71,32966.33
2025-02,"Plant 4A 배양그룹",178,2321,49.6,51.95,102.7,5152.09,23022.33,24117
2025-02,"Plant 3 배양그룹",167,2202,51.05,52.75,99.56,5035.2,22480.62,23232.12
2025-02,"물류그룹",164,2719,40.19,42.08,95.46,5737.77,21853.83,22884.45
2025-02,"Plant 2 배양그룹",155,2026,49.09,51.52,94.33,5288.01,19892.06,20877.85
2025-02,"Plant 2 정제그룹",147,1973,48.04,50.78,88.18,5393.06,18958.28,20039.57
2025-02,"VI·PKG그룹",125,1867,44.28,45.99,93.64,5156.67,16534.88,17171.65
2025-02,"Plant 5 정제그룹",122,2357,47.22,47.77,56.13,4796.56,22257.82,22520.82
2025-02,"Plant 5 배양그룹",111,2201,47.49,48.2,66.41,4916.4,20904.12,21219.27
2025-02,"Plant 4B 배양그룹",92,1286,49.81,52.21,104.42,5264.77,12810.61,13428.48
2025-02,"Plant 4B 정제그룹",91,1201,50.61,52.4,91.31,5165.28,12156.14,12587.12
2025-02,"무균충전2그룹",90,1021,50,52.04,87.38,5192.46,10210.13,10627.38
2025-02,"Plant 1 정제그룹",86,1174,49.5,51.21,93.7,5236.8,11622.45,12023.63
2025-02,"UT운영그룹",84,1482,43.25,46.35,83.18,5524.63,12819.13,13739.22
2025-02,"Plant 1 배양그룹",81,1082,51.1,52.88,100.72,5240.3,11058,11443.93
2025-02,"Plant Compliance그룹",80,1601,41.29,43.2,90.35,5419.11,13221.76,13832.72
2025-02,"Facility Monitoring그룹",76,1211,50.23,52.16,98.37,5240.3,12164.51,12632.47
2025-02,"MFG QA 1그룹",72,1240,44.47,46.81,103.67,5218.55,11027.32,11609.22
2025-02,"미생물그룹",66,961,47.49,50.06,106.71,5337.67,9127.25,9620.93
2025-02,"무균충전1그룹",64,843,48.01,50.46,97.48,5229.54,8094.02,8508.23
2025-02,"QC샘플관리그룹",62,893,47.67,49.6,100.36,5249.72,8514.3,8858.22
2025-02,"P4 MSAT그룹",57,1092,41.23,43.06,102.54,5000.46,9005.62,9403.7
2025-02,"P1/2 MSAT그룹",55,1012,41.2,43.16,103.94,5254.94,8339.2,8734.88
2025-02,"공정설비그룹",54,1006,43.08,46.28,93.55,5562.13,8667.29,9312.08
2025-02,"P5 MSAT그룹",48,940,43.24,44.89,103.69,4928.19,8129.38,8438.48
2025-02,"분석개발그룹",46,825,43.79,45.75,103.3,5146.67,7225.92,7548.75
2025-02,"원자재그룹",45,876,41.15,43.48,104.06,5323.63,7208.91,7616.95
2025-02,"UT보전그룹",44,845,41.48,44.38,90.33,5538.46,7010.18,7499.68
2025-02,"Automation그룹",43,801,40.85,44.54,92.55,5455.06,6544.07,7134.53
2025-02,"IPC그룹",43,584,49.43,52.34,100.02,5565.92,5773.39,6112.77
2025-02,"sP정제그룹",41,561,47.24,49.41,108.65,5472.37,5300.15,5543.32
2025-02,"DI Governance그룹",40,648,43.95,46.23,100.93,5170.52,5695.8,5990.97
2025-02,"자재구매그룹",40,765,41.16,43.77,95.79,5109.8,6298.18,6696.12
2025-02,"이화학그룹",35,574,43.33,45.97,104.62,5633.28,4974.28,5277.22
2025-02,"Production Planning그룹",34,627,40.29,42.4,102.76,5055.02,5052.74,5317.53
2025-02,"안전그룹",34,614,45.09,47.71,85.53,5403.91,5537.23,5859.33
2025-02,"PD USP그룹",33,670,40.68,42.82,101.99,5597.01,5451.09,5737.8
2025-02,"sP배양그룹",33,407,48.85,51.12,106.08,5282.56,3976.2,4161.02
2025-02,"생화학그룹",33,562,44.17,47.23,102.09,5667.26,4965.09,5308.63
2025-02,"P3 MSAT그룹",32,611,42.66,44.45,101.22,5223.4,5212.6,5431.78
2025-02,"시험법기술이전그룹",32,599,42.42,45.05,102.06,5290.48,5082.48,5397.5
2025-02,"계측설비그룹",30,569,41.71,44.76,97.52,5392.79,4746.8,5093.82
2025-02,"MES그룹",29,541,46.76,48.85,99.59,5207.95,5059.32,5285.95
2025-02,"DS Compliance그룹",28,544,42.04,44.11,104.53,4963.24,4573.68,4799.1
2025-02,"Validation Oversight그룹",28,531,41.11,42.75,75.86,5043.31,4365.89,4540.45
2025-02,"DP Compliance그룹",25,396,44.08,46.29,98.66,5080.81,3491.33,3665.83
2025-02,"분자세포엔지니어링그룹",25,436,39.78,42.51,98.49,5307.34,3468.97,3706.6
2025-02,"PMO그룹",24,475,42.37,45.07,87.05,5231.58,4024.72,4281.55
2025-02,"Process Control QA그룹",24,411,42.05,43.95,97.62,5006.08,3456.24,3612.87
2025-02,"분석기술지원그룹",24,435,42.86,45.52,100.55,5142.53,3729.07,3960.38
2025-02,"DS System Readiness그룹",23,435,42.93,45.52,101.01,5135.63,3734.8,3960.28
2025-02,"PD DSP그룹",23,435,42.11,44.54,101.3,5589.66,3663.92,3874.65
2025-02,"QC장비관리그룹",22,391,46.74,49.55,102.48,5260.87,3655.46,3874.92
2025-02,"Analytical QA그룹",21,373,40.82,43.16,99.63,4951.74,3045.51,3219.87
2025-02,"세포주개발그룹",21,440,39.56,41.81,104.14,5311.36,3480.92,3679.08
2025-02,"정제공정개발그룹",21,358,44,45.64,105.12,5118.72,3150.19,3267.82
2025-02,"Process Engineering그룹",20,398,42.78,44.9,99.46,5021.36,3405.08,3573.92
2025-02,"Audit & Inspection그룹",19,318,42.48,44.69,102.72,5033.02,2701.7,2842.45
2025-02,"Quality Management그룹",19,320,45.69,48.06,104.21,5056.25,2924.28,3076.03
2025-02,"New Modality그룹",18,320,43.28,45.05,98.78,5614.06,2770.16,2882.95
2025-02,"Pilot Manufacturing그룹",18,347,41.72,43.43,106.48,5102.31,2895.46,3014.08
2025-02,"NPI Oversight그룹",17,340,39.17,41.78,95.38,5051.47,2663.81,2841.27
2025-02,"QES그룹",17,322,44.63,46.74,101.43,5279.5,2874.45,3010.03
2025-02,"Quality Improvement그룹",17,313,46.67,48.67,105.99,5000,2921.65,3046.88
2025-02,"정보전략그룹",17,316,43.98,47.13,99.29,5667.72,2779.44,2978.9
2025-02,"배양공정개발그룹",16,336,37.95,39.64,103.31,5168.15,2550.26,2663.8
2025-02,"ADC/mRNA제조그룹",15,297,42.13,43.81,97.98,5626.26,2502.29,2602.18
2025-02,"Facility&Utility Engineering그룹",15,300,42.46,45.16,97.76,5176.67,2547.46,2709.48
2025-02,"Non-Routine시험그룹",15,244,42.84,45.89,103.67,5606.56,2090.82,2239.47
2025-02,"PM3그룹",15,273,42.56,44.38,88.44,5408.42,2323.7,2422.93
2025-02,"항체기술개발그룹",15,263,43.65,45.95,103.29,5711.03,2295.97,2417.05
2025-02,"구매전략그룹",14,264,38.85,41.83,93.4,5160.98,2051.53,2208.45
2025-02,"AAV기술그룹",13,208,44.86,47.57,85.62,5637.02,1866.28,1978.95
2025-02,"DI 개선 T/F",13,209,45.23,47.53,98.44,5117.22,1890.53,1986.87
2025-02,"Material QA그룹",13,248,40.97,43.4,100.75,5020.16,2032.1,2152.5
2025-02,"PM1그룹",13,236,41.6,43.15,90.6,5250,1963.73,2036.75
2025-02,"PM2그룹",13,224,44.63,46,93.54,5270.09,1999.55,2060.72
2025-02,"QC Compliance그룹",13,237,46.04,47.68,106.77,4869.2,2182.47,2260.12
2025-02,"재무그룹",13,256,47.4,48.84,101.48,5158.2,2426.82,2500.45
2025-02,"ADC공정개발그룹",12,227,43.17,44.28,15.28,5458.15,1959.72,2010.53
2025-02,"EBS그룹",12,216,45.61,48.12,97.6,5393.52,1970.27,2078.77
2025-02,"MFG QA 2그룹",12,254,44.52,45.71,70.97,5009.84,2261.79,2321.93
2025-02,"경영지원그룹",12,231,49.04,50.57,106.55,5183.98,2265.68,2336.55
2025-02,"오퍼레이션지원그룹",12,199,42.52,44.12,97.81,4992.46,1692.36,1755.98
2025-02,"외주구매그룹",12,234,40.66,43.66,101.09,5141.03,1903.1,2043.17
2025-02,"운영그룹",12,223,47.82,49.39,97.89,5239.91,2132.71,2202.67
2025-02,"제형개발그룹",12,211,42.33,44.34,102.42,5213.27,1786.37,1871.27
2025-02,"BPM그룹",11,207,42.63,45.03,103.21,5270.53,1764.88,1864.3
2025-02,"Digital Excellence그룹",11,176,44.05,46.02,104.94,4957.39,1550.42,1619.73
2025-02,"OES혁신그룹",11,176,40.1,42.62,97.07,5548.3,1411.53,1500.38
2025-02,"P5 T/F",11,206,45.82,46.3,44.96,4973.3,1887.82,1907.48
2025-02,"건설안전그룹",11,221,40.95,42.93,71.88,5242.08,1810.05,1897.38
2025-02,"ADC T/F",10,198,43.44,45.84,73.87,5171.72,1720.16,1815.2
2025-02,"ADC분석개발그룹",10,157,47.26,48.32,22.52,5334.39,1483.95,1517.37
2025-02,"CSV그룹",10,173,46.57,48.84,96.51,5277.46,1611.35,1689.7
2025-02,"ESG그룹",10,169,45.75,47.42,97.56,5505.92,1546.23,1602.9
2025-02,"MFG Investigation QA그룹",10,192,45.87,47.71,100.84,5013.02,1761.31,1832
2025-02,"RM그룹",10,194,47.92,49.6,101.62,5195.88,1859.48,1924.32
2025-02,"인프라복지그룹",10,196,47.51,49.42,91.63,5573.98,1862.38,1937.42
2025-02,"환경그룹",10,175,45.8,48.18,92.89,5102.86,1603.17,1686.33
2025-02,"CDO지원그룹",9,163,43.47,45.67,106.37,5067.48,1417.04,1488.92
2025-02,"DP Tech Transfer그룹",9,163,39.94,42.43,95.46,5153.37,1302.08,1383.28
2025-02,"Market Intelligence팀",9,160,43.15,44.92,99.42,5315.63,1380.84,1437.4
2025-02,"P6 T/F",9,186,45.23,47.5,79.46,5120.97,1682.39,1766.93
2025-02,"PJT정산관리그룹",9,153,39.74,41.31,96.71,5235.29,1215.98,1264.15
2025-02,"PM4그룹",9,141,45.4,47.23,103.35,5138.3,1280.22,1331.8
2025-02,"Sales Operation그룹",9,159,41.06,42.77,102.15,5235.85,1305.67,1360.15
2025-02,"기획그룹",9,171,48.73,50.14,105.75,5067.25,1666.59,1714.72
2025-02,"설비구매그룹",9,171,38.76,41.74,98,5154.97,1325.63,1427.4
2025-02,"세무그룹",9,165,46.37,48.62,103.36,5190.91,1530.1,1604.35
2025-02,"제도보상그룹",9,157,51.3,53,97.5,5197.45,1610.72,1664.27
2025-02,"Contract그룹",8,143,42.8,44.85,87.85,5279.72,1224.08,1282.68
2025-02,"DP Tech Support그룹",8,162,42.19,44.79,105.78,5382.72,1366.83,1451.25
2025-02,"Development QA그룹",8,147,43.49,46.39,101.35,5074.83,1278.61,1363.9
2025-02,"Facility Reliability그룹",8,150,40.37,42.94,104.36,4936.67,1211.1,1288.25
2025-02,"MSAT Digitalization그룹",8,143,42.92,45.07,97.8,5486.01,1227.43,1289.03
2025-02,"Regulatory Affairs그룹",8,144,41.47,43.61,103.13,4993.06,1194.33,1255.87
2025-02,"경력채용그룹",8,130,46.33,47.83,102.26,5180.77,1204.49,1243.7
2025-02,"인력운영그룹",8,144,45.37,47.05,108.49,5239.58,1306.67,1354.97
2025-02,"진단그룹",8,157,46.79,49.06,108.14,5277.07,1469.13,1540.55
2025-02,"AI&I그룹",7,140,40.58,42.95,101.51,5417.86,1136.33,1202.67
2025-02,"CM개발그룹",7,125,42.34,44.27,99.55,5432,1058.39,1106.7
2025-02,"MSAT Compliance그룹",7,133,42.18,44.14,106.9,5330.83,1121.93,1174.02
2025-02,"Master Data Management그룹",7,138,41.21,44.71,98.36,5717.39,1137.42,1234.13
2025-02,"Open Innovation그룹",7,129,41.28,44.01,107.96,5282.95,1064.96,1135.5
2025-02,"Operational Excellence그룹",7,135,41.17,42.87,96.13,5025.93,1111.62,1157.45
2025-02,"QC Performance관리그룹",7,134,47.88,50.08,105.72,5007.46,1283.21,1342.15
2025-02,"내부회계운영그룹",7,130,42.55,44.34,103.42,5296.15,1106.33,1152.87
2025-02,"브랜드마케팅그룹",7,139,44.22,46.12,100.42,5104.32,1229.19,1282.23
2025-02,"신입채용그룹",7,118,43.93,45.74,94.06,5809.32,1036.67,1079.4
2025-02,"정보보호팀",7,137,44.35,46.28,91.99,4945.26,1215.1,1268.12
2025-02,"항체기술응용그룹",7,136,43.79,45.77,99.5,5672.79,1191.12,1245.02
2025-02,"APAC Sales그룹",6,79,49.69,51.71,86.91,5430.38,785.11,816.98
2025-02,"Bio R&D지원그룹",6,110,42.64,45.11,102.7,5472.73,938.12,992.43
2025-02,"IR팀",6,92,45.92,47.34,99.54,5168.48,844.92,871.13
2025-02,"PM Biz Excellence파트",6,103,39.89,41.71,97.56,5320.39,821.74,859.2
2025-02,"mRNA기술그룹",6,124,47.29,49.26,102.21,5346.77,1172.88,1221.72
2025-02,"기술교육그룹",6,100,44.05,46.74,103.07,5455,880.92,934.88
2025-02,"노사협력그룹",6,114,48.89,50.98,100.4,5618.42,1114.72,1162.38
2025-02,"미디어커뮤니케이션그룹",6,103,44.5,47.45,87.06,5058.25,916.77,977.5
2025-02,"신사업추진 T/F",6,97,47.9,49.61,88.01,5190.72,929.17,962.47
2025-02,"전략마케팅파트",6,107,40.6,42.04,103.07,5042.06,868.81,899.6
2025-02,"준법그룹",6,114,45.26,47.76,89.65,5543.86,1031.84,1088.88
2025-02,"투자기획그룹",6,106,46.66,48.25,94.1,5193.4,989.3,1022.98
2025-02,"Batch Disposition그룹",5,88,44.97,47.57,103.99,5011.36,791.56,837.18
2025-02,"CMO SE1그룹",5,99,44.95,46.6,101.47,5212.12,890.04,922.68
2025-02,"CMO SE2그룹",5,90,45.88,47.24,98.43,5027.78,825.92,850.23
2025-02,"Client Quality 3그룹",5,94,46.26,48.61,99.15,4882.98,869.67,913.92
2025-02,"HR Strategy그룹",5,95,49.14,50.57,87.22,5084.21,933.68,960.87
2025-02,"Leadership개발그룹",5,84,46.75,48.44,103.38,5196.43,785.45,813.78
2025-02,"MSAT Planning그룹",5,90,41.67,43.54,107.13,5344.44,750.03,783.78
2025-02,"SHE전략파트",5,96,46.94,50.06,110.3,5005.21,901.33,961.1
2025-02,"국내법무그룹",5,78,45.45,47.46,97.25,5634.62,709,740.43
2025-02,"뉴미디어그룹",5,94,44.03,46.58,108.57,4920.21,827.72,875.78
2025-02,"마케팅팀",5,92,43.01,44.57,94.5,5260.87,791.38,820.15
2025-02,"미디어마케팅그룹",5,97,40.46,42.55,100.97,5536.08,784.95,825.52
2025-02,"사업개발그룹",5,92,45.22,47.14,101.81,5288.04,831.96,867.33
2025-02,"조직문화그룹",5,99,44.79,47.68,98.81,5681.82,886.75,943.98
2025-02,"해외법무그룹",5,93,44.87,46.82,101.89,5225.81,834.64,870.85
2025-02,"Client Quality 1그룹",4,76,42.58,44.7,101.43,4934.21,647.27,679.48
2025-02,"Compliance그룹",4,79,46.09,48.87,98.07,5734.18,728.17,772.17
2025-02,"Operational Technology그룹",4,82,42.11,44.5,100.5,4975.61,690.56,729.75
2025-02,"대외협력팀",4,80,43.58,49.02,87.7,5737.5,697.24,784.28
2025-02,"설비기술연구그룹",4,79,40.53,42.88,96.77,5259.49,640.32,677.57
2025-02,"CDO SE그룹",3,45,48.24,50.57,86.76,5377.78,434.15,455.13
2025-02,"Client Quality 2그룹",3,57,47.59,49.81,102.92,4929.82,542.58,567.78
2025-02,"DNA기술그룹",3,46,39.66,42.88,90.27,5847.83,364.86,394.48
2025-02,"DP PFS 수행 T/F",3,58,40.42,43.37,73.48,5517.24,468.93,503.13
2025-02,"Global PA파트",3,46,43.79,45.26,96.96,5076.09,402.88,416.4
2025-02,"Plant 1팀",3,52,39.61,41.93,99.94,5605.77,411.95,436.03
2025-02,"Plant 2팀",3,66,39.57,42.15,99.6,5553.03,522.38,556.42
2025-02,"Plant 4A팀",3,62,45.2,47.74,103.62,5193.55,560.43,591.95
2025-02,"Quality PMO그룹",3,64,45.78,48.3,105.56,5078.13,586.02,618.23
2025-02,"CDO개발센터",2,37,45.12,47.53,105.43,4986.49,333.9,351.72
2025-02,"E&F담당",2,42,43.27,45.32,105.53,4952.38,363.45,380.7
2025-02,"EPCV센터",2,42,47.07,49.68,105.59,4988.1,395.43,417.28
2025-02,"Plant 3팀",2,45,42.47,45.74,112.14,5033.33,382.26,411.63
2025-02,"Plant 4B팀",2,37,42.1,43.89,109.1,4878.38,311.52,324.82
2025-02,"Talent Management팀",2,40,46.7,48.22,82.74,5187.5,373.63,385.75
2025-02,"영업센터",2,35,40.35,42.03,92.35,5285.71,282.43,294.18
2025-02,"오퍼레이션센터",2,36,39.48,41.94,103.7,4930.56,284.28,301.97
2025-02,"오퍼레이션혁신팀",2,35,43.71,45.86,86.58,5300,305.95,321.02
2025-02,"ADC/mRNA운영팀",1,21,43.44,45.45,98.24,6166.67,182.47,190.88
2025-02,"ASAT팀",1,20,49.16,51.46,90.34,4775,196.64,205.85
2025-02,"CMC Support팀",1,16,50.51,53.24,102.54,5156.25,161.62,170.37
2025-02,"Client Quality팀",1,20,46.36,48.59,110.04,4950,185.45,194.37
2025-02,"Compliance QA팀",1,23,42.97,44.89,99.42,5043.48,197.65,206.5
2025-02,"DP Compliance팀",1,20,38.74,41.56,101.56,5350,154.94,166.23
2025-02,"Facility Operation팀",1,23,41.82,44.26,102.67,4934.78,192.35,203.58
2025-02,"Facility Technology팀",1,21,41.52,44.96,78.01,5357.14,174.38,188.83
2025-02,"GT기술Lab",1,23,40.15,41.97,100.37,5413.04,184.69,193.07
2025-02,"Learning·Development팀",1,17,46.85,48.6,104.55,5117.65,159.28,165.23
2025-02,"MSAT 1팀",1,20,40.37,41.83,95.43,5475,161.48,167.32
2025-02,"MSAT 2팀",1,20,46.69,48.71,98.58,5000,186.75,194.85
2025-02,"MSAT PD팀",1,20,48.91,51.53,98.66,5425,195.63,206.13
2025-02,"MSAT Technical Excellence팀",1,19,46.09,47.71,105.95,4894.74,175.16,181.28
2025-02,"People센터",1,20,42.18,43.61,99.22,5175,168.7,174.45
2025-02,"Plant 5팀",1,20,50.33,51.67,45.27,5050,201.3,206.7
2025-02,"QC Operations팀",1,18,54.18,55.78,110.6,4805.56,195.05,200.8
2025-02,"QC Support팀",1,19,51.2,52.96,109.78,4921.05,194.56,201.27
2025-02,"Sales&Operation팀",1,19,51.23,52.46,106.93,5078.95,194.67,199.33
2025-02,"Talent Acquisition팀",1,18,43.97,45.23,96.37,6222.22,158.28,162.82
2025-02,"Technical QA팀",1,20,47.44,49.75,105.73,4900,189.78,198.98
2025-02,"Validation팀",1,22,36.42,39,99.44,5113.64,160.27,171.6
2025-02,"바이오연구소",1,1,49.58,55.42,2.56,5000,9.92,11.08
2025-02,"선행공정개발Lab",1,22,38.16,40.06,97.31,5500,167.91,176.28
2025-02,"안전환경팀",1,21,42.8,45.52,84.47,4952.38,179.77,191.18
2025-02,"이물검사·패키징팀",1,20,43.89,45.78,105.84,5375,175.55,183.13
2025-02,"인프라복지팀",1,20,50.89,51.96,100.92,5000,203.56,207.85
2025-02,"지속가능경영팀",1,20,44.75,46.05,101.26,5300,178.99,184.22
2025-02,"펩타이드 T/F",1,5,37.77,39.98,95.7,5100,37.77,39.98
2025-02,"항체배양PD팀",1,18,43.97,45.6,103.23,4861.11,158.29,164.17
2025-02,"항체정제PD팀",1,20,47.71,51.78,104.01,5325,190.82,207.13
2025-01,"Plant 3 정제그룹",221,3461,48.81,51.74,90.25,5247.91,33785.79,35812.43
2025-01,"Plant 4A 정제그룹",199,3091,50.45,52.55,92.75,5157.39,31185.6,32484.95
2025-01,"Plant 4A 배양그룹",167,2507,50.27,52.65,103.85,5138.61,25207.57,26398.32
2025-01,"Plant 3 배양그룹",159,2497,51.46,53.15,99.25,5006.21,25697.69,26544.57
2025-01,"Plant 2 배양그룹",144,2164,50.33,52.86,93.58,5267.33,21782.03,22879.22
2025-01,"물류그룹",143,2622,39.86,41.69,90.76,5651.22,20900.22,21864.18
2025-01,"Plant 2 정제그룹",141,2282,47.78,50.57,89.48,5352.54,21804.71,23081.5
2025-01,"Plant 5 정제그룹",118,2395,49.56,50.35,24.38,4803.55,23739.27,24116.68
2025-01,"Plant 5 배양그룹",110,2204,48.4,49.08,24.56,4788.79,21336.09,21634.88
2025-01,"VI·PKG그룹",94,1598,45.41,47.09,88.22,5178.97,14511.68,15051.1
2025-01,"Plant 4B 배양그룹",88,1369,50.26,52.75,104.08,5269.17,13759.89,14442.62
2025-01,"Plant 4B 정제그룹",86,1415,49.98,51.9,92.4,5334.98,14144.65,14686.82
2025-01,"UT운영그룹",83,1442,43.7,47.25,82.19,5572.47,12604.49,13626.2
2025-01,"Plant 1 정제그룹",81,1311,49.52,51.24,93.78,5236.84,12984.4,13435.75
2025-01,"Plant Compliance그룹",79,1661,41.1,43,79.96,5388.62,13653.76,14283.05
2025-01,"Facility Monitoring그룹",75,1279,50.6,52.55,98.35,5157.15,12942.76,13441.62
2025-01,"Plant 1 배양그룹",75,1168,51.11,52.87,102.92,5226.88,11939.27,12349.48
2025-01,"무균충전2그룹",75,1119,51.36,53.28,64.18,5260.5,11495.38,11923.75
2025-01,"MFG QA 1그룹",72,1298,44.48,46.84,101.09,5255.01,11547.27,12160.4
2025-01,"무균충전1그룹",57,908,48.78,51.32,72.56,5415.2,8858.71,9319.65
2025-01,"P4 MSAT그룹",56,1030,40.71,42.74,103.99,5015.05,8385.67,8804.17
2025-01,"미생물그룹",56,907,48.41,51.14,106.01,5373.76,8781.25,9276.15
2025-01,"P1/2 MSAT그룹",54,958,41.72,43.78,101.78,5300.63,7994.02,8387.67
2025-01,"QC샘플관리그룹",54,859,49.11,50.95,102.03,5203.73,8437.13,8752.4
2025-01,"공정설비그룹",52,947,43.78,47.33,91.05,5578.67,8291.79,8963.92
2025-01,"P5 MSAT그룹",48,845,42.53,44.35,103.36,4959.17,7187.41,7494.7
2025-01,"분석개발그룹",45,824,41.53,43.54,104.58,5200.24,6844.7,7175.7
2025-01,"원자재그룹",45,832,42.47,44.92,104.01,5317.31,7067.56,7474.25
2025-01,"UT보전그룹",44,856,42.65,45.75,89.55,5550.23,7302.36,7832.07
2025-01,"Automation그룹",43,744,39.89,43.51,91.73,5511.42,5935.16,6474.1
2025-01,"자재구매그룹",40,709,41.56,44.25,97.48,5080.39,5893.27,6274.73
2025-01,"DI Governance그룹",38,669,44.27,46.62,97.48,5213,5922.77,6237.68
2025-01,"IPC그룹",36,590,49.42,52.47,101.4,5580.51,5831.93,6192.03
2025-01,"Production Planning그룹",34,574,39.79,41.81,103.54,5032.23,4567.95,4799.87
2025-01,"sP정제그룹",34,541,48.28,50.51,106.52,5586.88,5223.36,5465.4
2025-01,"이화학그룹",34,619,43.59,46.25,104.79,5643.78,5396.68,5725.93
2025-01,"생화학그룹",33,604,43.9,46.94,103.25,5668.05,5302.63,5670.88
2025-01,"시험법기술이전그룹",33,539,41.19,43.89,102.46,5234.69,4440.55,4731.73
2025-01,"안전그룹",33,546,45.22,47.97,85.76,5348.9,4937.48,5238
2025-01,"P3 MSAT그룹",32,580,41.25,42.88,103.01,5276.72,4785.18,4974.05
2025-01,"PD USP그룹",31,569,40.42,42.55,100.34,5508.79,4599.67,4842
2025-01,"계측설비그룹",30,545,42.58,45.68,95.18,5356.88,4641.02,4978.6
2025-01,"DS Compliance그룹",29,523,41.61,43.84,103.23,4968.45,4352.4,4585.83
2025-01,"MES그룹",28,506,44,46.24,100.98,5217.39,4452.54,4679.27
2025-01,"Validation Oversight그룹",28,538,40.65,42.56,62.84,5054.83,4373.88,4579.83
2025-01,"DP Compliance그룹",25,426,44.17,46.41,56.49,5207.75,3763.44,3953.98
2025-01,"PD DSP그룹",24,404,41.72,44.17,102.5,5480.2,3370.9,3568.88
2025-01,"PMO그룹",24,429,41.14,43.92,82.62,5286.71,3529.42,3768.23
2025-01,"sP배양그룹",24,394,49.62,51.87,106.19,5309.64,3910,4087.5
2025-01,"분석기술지원그룹",24,407,44.24,46.75,100.49,5275.18,3601.19,3805.75
2025-01,"분자세포엔지니어링그룹",24,409,39.32,42.36,74.56,5546.45,3216.63,3464.82
2025-01,"DS System Readiness그룹",23,393,41.69,44.25,101.7,5097.96,3276.56,3477.83
2025-01,"Process Control QA그룹",23,399,42.05,44.25,98.13,5048.87,3355.7,3531.02
2025-01,"QC장비관리그룹",22,408,45.13,47.72,102.4,5164.22,3682.49,3894.22
2025-01,"Analytical QA그룹",21,340,43.24,45.64,97.07,4939.71,2940.49,3103.63
2025-01,"Process Engineering그룹",21,384,41.85,44.15,97.33,5066.41,3213.78,3390.63
