month,division_name,total_employees,total_records,avg_weekly_work_hours,avg_weekly_claimed_hours,avg_efficiency_percent,avg_confidence_percent,total_monthly_work_hours,total_monthly_claimed_hours
2025-07,"Plant 4A 정제그룹",238,3647,47.22,50.55,92.64,5015.9,34441.25,36872.12
2025-07,"Plant 3 정제그룹",229,3640,49.52,49.76,100.12,5081.98,36053.82,36222.65
2025-07,"Plant 4A 배양그룹",182,2638,48.27,51.59,93.75,4924.49,25469.52,27217.78
2025-07,"Plant 3 배양그룹",167,2521,48.7,51.59,96.38,4932.76,24554.62,26011.68
2025-07,"물류그룹",164,3061,36.83,41.97,88.83,5339.5,22549.67,25691.15
2025-07,"Plant 2 배양그룹",154,2260,50.31,51.6,97.81,5047.08,22738.67,23321.87
2025-07,"Plant 2 정제그룹",146,2334,50.18,49.68,101.48,5210.15,23421.7,23189.53
2025-07,"VI·PKG그룹",142,2216,39.07,46.3,82.54,4966.38,17317.58,20522.23
2025-07,"Plant Compliance그룹",104,2008,37.71,43.45,86.76,5170.47,15144.35,17449.93
2025-07,"Plant 5 정제그룹",101,2030,40.44,48.5,84.58,5051.63,16419.4,19692.42
2025-07,"Plant 4B 배양그룹",92,1396,48.61,52.11,93.81,4986.96,13572.8,14550.3
2025-07,"무균충전2그룹",91,1414,37.87,50.86,74.11,5212.45,10708.32,14383.28
2025-07,"Plant 4B 정제그룹",89,1364,52.39,51.9,101.57,5148.9,14291.75,14157
2025-07,"Plant 5 배양그룹",89,1722,46.51,48.99,97.69,5142.57,16018.63,16871.78
2025-07,"Plant 1 정제그룹",88,1335,54.35,51.3,105.93,5150.11,14512.23,13696.05
2025-07,"UT운영그룹",86,1546,42.72,47.17,92.09,5488.81,13208.53,14585.73
2025-07,"Facility Monitoring그룹",82,1325,43.63,48.93,89.69,5282.26,11562.27,12965.17
2025-07,"Plant 1 배양그룹",82,1241,47.25,51.12,91.84,5019.74,11726.6,12688.62
2025-07,"MFG QA 1그룹",76,1328,46.6,47.27,100.25,5220.33,12378.25,12553.8
2025-07,"무균충전1그룹",66,1080,37.54,49.83,78.76,5299.35,8109.18,10764.08
2025-07,"미생물그룹",66,1081,46.88,50.36,93.57,5189.73,10135.2,10888.62
2025-07,"QC샘플관리그룹",65,1093,45.53,50.23,90.14,5207.04,9953.33,10979.78
2025-07,"P4 MSAT그룹",57,1113,39.5,43.39,93.59,5381.13,8792.4,9657.62
2025-07,"P1/2 MSAT그룹",56,1074,43.18,44.05,99.72,5486.31,9274.73,9461.63
2025-07,"공정설비그룹",55,1067,40.75,45.3,90.69,5488.28,8695.25,9666.38
2025-07,"sP정제그룹",51,853,44.33,47.5,95.28,5138.34,7563.2,8103.93
2025-07,"P5 MSAT그룹",49,983,26.3,45.03,62.31,5472.84,5170.17,8853.43
2025-07,"분석개발그룹",48,953,44.45,45.95,98.55,5298.74,8471.6,8757.62
2025-07,"원자재그룹",48,907,41.01,42.77,97.28,5373.21,7438.4,7758.63
2025-07,"IPC그룹",45,731,50.16,50.96,99.45,5364.43,7333.22,7450.68
2025-07,"UT보전그룹",45,904,36.76,45.2,83.58,5586.28,6645.65,8172.12
2025-07,"sP배양그룹",45,779,44.87,48.85,92.82,5081.26,6991.1,7610.97
2025-07,"Automation그룹",43,833,42.94,44.89,102.5,5610.08,7153.2,7479.02
2025-07,"DI Governance그룹",41,712,41.26,45.94,90.33,5291.43,5875,6541.62
2025-07,"자재구매그룹",39,750,42.91,43.68,103.73,6054,6436.07,6552.15
2025-07,"안전그룹",38,684,41.18,47.62,87.35,5584.5,5633.77,6514.87
2025-07,"이화학그룹",37,665,42.99,44.69,99.25,5440.45,5717.68,5943.9
2025-07,"P3 MSAT그룹",36,654,42.12,43.47,98.71,5414.22,5509.33,5685.85
2025-07,"Production Planning그룹",36,651,36.01,42.67,84.86,5476.96,4688.1,5555.62
2025-07,"생화학그룹",35,646,43.65,46.26,94.34,5469.04,5639.12,5976.58
2025-07,"PD USP그룹",33,611,42.44,42.87,103.96,5602.78,5186.4,5238.57
2025-07,"Validation Oversight그룹",33,616,37.6,42.28,89.47,5331.49,4632.73,5208.83
2025-07,"DS System Readiness그룹",32,594,41.48,45.46,92.91,5303.2,4928.3,5400.15
2025-07,"시험법기술이전그룹",32,606,39.33,44.11,90.99,5486.3,4767.18,5345.88
2025-07,"DS Compliance그룹",31,596,40.63,42.7,97.73,5526.17,4843.33,5089.6
2025-07,"MES그룹",30,513,43.14,45.77,95.59,5443.86,4426.35,4696.27
2025-07,"계측설비그룹",30,584,39.75,44.8,90.41,5420.38,4642.73,5233.02
2025-07,"분자세포엔지니어링그룹",27,488,28.24,41.66,75.06,5283.61,2756.18,4066.22
2025-07,"Process Control QA그룹",26,487,42.21,44.47,97.78,5458.73,4111.67,4331.67
2025-07,"DP Compliance그룹",25,461,45.24,45.23,102.74,5415.4,4171.47,4169.75
2025-07,"PD DSP그룹",25,469,41.74,41.34,107.22,5499.36,3915.12,3877.48
2025-07,"PMO그룹",25,485,36.82,45.03,86.55,5577.32,3571.95,4367.43
2025-07,"분석기술지원그룹",24,447,37.92,45.88,85.77,5387.92,3389.82,4101.4
2025-07,"세포주개발그룹",23,480,39.63,41.43,100.83,5543.13,3804.83,3977.33
2025-07,"ADC/mRNA제조그룹",22,421,44.19,45.12,102.56,5441.33,3721.13,3799.02
2025-07,"Analytical QA그룹",22,398,38.42,43.84,92.86,5594.72,3058.13,3489.65
2025-07,"Process Engineering그룹",22,435,35.29,45.54,78.99,5381.61,3070.05,3962.15
2025-07,"QC장비관리그룹",22,408,47.28,50.58,98.56,5547.79,3857.77,4127.65
2025-07,"Audit & Inspection그룹",21,380,38.62,42.94,90.41,5425,2935.32,3263.55
2025-07,"정제공정개발그룹",21,406,36.07,42.36,103.31,5143.1,2929.05,3439.75
2025-07,"Quality Management그룹",19,343,46.17,48.28,97.89,5400.58,3167.28,3312.18
2025-07,"NPI Oversight그룹",18,337,40.89,44.06,99.92,5484.27,2755.7,2969.35
2025-07,"Pilot Manufacturing그룹",18,340,37.73,42.92,89.72,5239.71,2565.78,2918.42
2025-07,"Quality Improvement그룹",18,339,48.34,49.29,100.31,5565.78,3277.4,3341.55
2025-07,"정보전략그룹",18,353,44.92,46.2,106.37,5876.77,3171.08,3261.47
2025-07,"New Modality그룹",17,310,40.33,44.46,91,5423.55,2500.63,2756.82
2025-07,"Non-Routine시험그룹",17,317,42.61,43.8,99.06,5301.26,2701.28,2776.82
2025-07,"QES그룹",17,323,42.82,46.53,93.98,5533.75,2765.85,3005.78
2025-07,"배양공정개발그룹",17,363,39.06,40.36,114.74,5490.91,2836.1,2929.98
2025-07,"항체기술개발그룹",16,285,40.16,46.04,87.44,5380,2289.22,2624.2
2025-07,"Facility&Utility Engineering그룹",15,313,34.54,43.96,90.77,5456.23,2162.32,2751.85
2025-07,"PM3그룹",15,271,39.22,44.9,88.44,5932.84,2125.65,2433.8
2025-07,"구매전략그룹",15,289,38.63,45,85.59,5392.73,2232.63,2601.17
2025-07,"AAV기술그룹",14,252,39.55,47.35,90.97,5490.48,1993.33,2386.38
2025-07,"EBS그룹",14,264,42.95,45.13,95.6,5633.71,2267.92,2382.82
2025-07,"MFG QA 2그룹",14,288,41.54,45.42,94.67,5338.54,2392.7,2616.47
2025-07,"PM1그룹",14,257,39.01,42.29,95.27,5643.19,2005.23,2173.8
2025-07,"PM2그룹",14,250,42.51,45.86,94.56,5677.2,2125.27,2293
2025-07,"QC Compliance그룹",13,228,44.71,49.44,93.08,5492.11,2038.6,2254.5
2025-07,"외주구매그룹",13,253,39.53,42.31,99.98,5926.09,2000.25,2141.03
2025-07,"재무그룹",13,237,46.97,49.35,95.76,5474.26,2226.2,2339.27
2025-07,"ADC T/F",12,234,33.66,45.29,79.27,5514.53,1575.1,2119.43
2025-07,"ADC공정개발그룹",12,196,34.95,45.39,80.11,5614.29,1369.98,1779.25
2025-07,"CSV그룹",12,228,38.91,44.39,88.64,5282.89,1774.33,2024.37
2025-07,"Digital Excellence그룹",12,215,38.61,45.71,86.25,5348.37,1660.07,1965.6
2025-07,"MFG Investigation QA그룹",12,248,48.43,46.87,111.63,5652.02,2402.33,2324.65
2025-07,"Material QA그룹",12,232,39.08,41.81,96.5,5543.53,1813.1,1940.18
2025-07,"OES혁신그룹",12,233,39.81,45.46,88.18,5401.29,1854.93,2118.62
2025-07,"PM4그룹",12,206,45.86,47.52,97.08,5578.16,1889.48,1957.63
2025-07,"경영지원그룹",12,220,45.95,52.26,90.3,5460,2021.83,2299.33
2025-07,"오퍼레이션지원그룹",12,212,30.16,42.78,69.8,5215.57,1278.6,1813.98
2025-07,"제형개발그룹",12,217,43.74,44.03,101.08,5447.47,1898.15,1910.97
2025-07,"ADC분석개발그룹",11,167,34.88,46.18,76.92,5526.95,1165.12,1542.33
2025-07,"BPM그룹",11,223,46.2,45.63,103.28,5683.86,2060.38,2034.9
2025-07,"ESG그룹",11,187,39.66,45.29,85.8,5572.19,1483.4,1693.82
2025-07,"Regulatory Affairs그룹",11,190,42.67,41.21,108.01,5680,1621.42,1566.1
2025-07,"건설안전그룹",11,219,30.27,43.81,70.06,5414.61,1325.87,1918.67
2025-07,"운영그룹",11,207,49.48,51.05,154,5549.28,2048.32,2113.55
2025-07,"Market Intelligence그룹",10,179,36.05,42.98,82.12,5471.51,1290.57,1538.63
2025-07,"P5 T/F",10,195,36.55,44.55,88.29,5346.67,1425.53,1737.33
2025-07,"RM그룹",10,189,45.21,50.51,89.91,5565.61,1708.82,1909.2
2025-07,"인프라복지그룹",10,192,40.98,46.63,98.17,6120.31,1573.48,1790.63
2025-07,"환경그룹",10,171,46.88,49.29,380.81,5857.89,1603.23,1685.75
2025-07,"CDO지원그룹",9,166,39.18,43.85,91.68,5535.54,1300.8,1455.75
2025-07,"DP Tech Transfer그룹",9,183,25.56,42.32,69.23,5649.73,935.5,1548.8
2025-07,"P6 T/F",9,191,33.26,45.76,76.81,5624.61,1270.52,1748.17
2025-07,"PJT정산관리그룹",9,163,38.04,39.9,94.79,5741.1,1240.05,1300.78
2025-07,"Sales&Operation지원그룹",9,153,39.73,42.86,93.85,5387.58,1215.65,1311.52
2025-07,"기획그룹",9,169,47.07,51.39,91.92,5440.83,1590.85,1736.82
2025-07,"설비구매그룹",9,176,36.91,42.7,93.7,5842.05,1299.1,1503.13
2025-07,"세무그룹",9,167,40.12,45.8,88.51,5395.21,1339.98,1529.8
2025-07,"진단그룹",9,168,43.29,44.61,101.06,5289.29,1454.4,1498.88
2025-07,"CM개발그룹",8,163,40.15,43.75,96.73,5373.62,1309.05,1426.2
2025-07,"Contract그룹",8,150,38.49,44.43,88.3,5377.33,1154.75,1332.88
2025-07,"DP Tech Support그룹",8,164,44.43,41.53,117.02,5793.9,1457.3,1362.27
2025-07,"Development QA그룹",8,156,43.24,45.46,95.85,5355.13,1348.97,1418.33
2025-07,"Facility Reliability그룹",8,158,37.22,41.86,95.22,5387.34,1176.15,1322.88
2025-07,"MSAT Digitalization그룹",8,148,40.72,46.48,86.91,5239.19,1205.32,1375.68
2025-07,"Open Innovation그룹",8,136,38.1,44.38,85.85,5263.97,1036.33,1207.18
2025-07,"인력운영그룹",8,149,47.55,47.55,99.93,5761.74,1417.02,1417
2025-07,"제도보상그룹",8,151,44.62,50.8,85.8,5554.3,1347.38,1534.15
2025-07,"AI&I그룹",7,131,38.99,43.2,91.89,5435.88,1021.48,1131.9
2025-07,"Batch Disposition그룹",7,108,45.32,47.25,96.98,5441.67,978.92,1020.55
2025-07,"MSAT Compliance그룹",7,137,44.24,44.32,102.6,5652.55,1212.08,1214.42
2025-07,"Master Data Management그룹",7,136,44.88,43.52,104.85,5797.06,1220.83,1183.82
2025-07,"Operational Excellence그룹",7,136,32.54,42.92,78.41,5367.65,885.22,1167.53
2025-07,"QC Performance관리그룹",7,125,42.11,51.62,80.82,5331.2,1052.82,1290.5
2025-07,"경력채용그룹",7,129,41.25,48.04,84.98,5724.81,1064.35,1239.4
2025-07,"내부회계운영그룹",7,133,40.83,44.95,91.41,5698.5,1085.97,1195.78
2025-07,"노사협력그룹",7,133,50.54,48.91,109.23,5922.56,1344.28,1301.07
2025-07,"브랜드마케팅그룹",7,136,40.19,45.73,89.34,5391.91,1093.3,1243.73
2025-07,"신입채용그룹",7,126,41.04,47.53,93.04,5670.63,1034.13,1197.83
2025-07,"정보보호팀",7,112,48.77,47.7,105.77,6345.54,1092.35,1068.42
2025-07,"투자기획그룹",7,130,45.99,47.28,98.93,5212.31,1195.62,1229.37
2025-07,"항체기술응용그룹",7,137,38.91,43.15,91.43,5374.45,1066.05,1182.27
2025-07,"APAC Sales그룹",6,117,43.64,47.31,89.47,5874.36,1021.07,1107.07
2025-07,"Bio R&D지원그룹",6,98,42.48,44.66,95.46,5570.41,832.58,875.32
2025-07,"DI 개선 T/F",6,120,39.17,45.57,90.41,5078.33,940.15,1093.73
2025-07,"IR팀",6,112,46.49,43.76,103.47,5783.04,1041.32,980.3
2025-07,"PM Biz Excellence파트",6,103,36.56,40.49,93.59,5741.75,753.05,834.02
2025-07,"mRNA기술그룹",6,123,43.01,47.53,100.25,5573.17,1057.98,1169.22
2025-07,"기술교육그룹",6,115,46.2,49.84,92.98,5628.7,1062.65,1146.33
2025-07,"미디어커뮤니케이션그룹",6,104,25.23,46.78,55.04,5481.73,524.78,972.95
2025-07,"신사업추진 T/F",6,110,40.01,49.06,82.94,5618.18,880.3,1079.32
2025-07,"전략마케팅파트",6,106,37.58,43.86,85.98,5403.77,796.62,929.75
2025-07,"준법그룹",6,110,34.69,47.48,73.51,5286.36,763.15,1044.57
2025-07,"CMO SE2그룹",5,90,41.84,45.93,93.66,5582.22,753.17,826.67
2025-07,"Client Quality 1그룹",5,89,42.78,47.31,92.72,5386.52,761.45,842.15
2025-07,"Client Quality 3그룹",5,94,42.94,47.9,93.53,5885.11,807.18,900.45
2025-07,"HR Strategy그룹",5,87,42.11,51.15,83.25,5493.1,732.72,890.08
2025-07,"Leadership개발그룹",5,98,41.16,47.76,86.92,5460.2,806.77,936.13
2025-07,"MSAT Planning그룹",5,100,43.02,44.72,98.97,5405,860.32,894.35
2025-07,"Operational Technology그룹",5,95,33.42,43.12,83.8,5296.84,634.9,819.3
2025-07,"SHE전략파트",5,90,40.06,50.14,78.12,5773.33,721.02,902.47
2025-07,"국내법무그룹",5,83,47.9,46.44,101.62,5544.58,795.08,770.98
2025-07,"뉴미디어그룹",5,94,36.01,45.62,79.1,5519.15,676.95,857.75
2025-07,"마케팅팀",5,78,47.04,47.83,98.74,5562.82,733.85,746.22
2025-07,"미디어마케팅그룹",5,90,35.92,43.63,82.63,5551.11,646.48,785.28
2025-07,"사업개발그룹",5,96,44.83,48.48,93.45,5102.08,860.68,930.77
2025-07,"조직문화그룹",5,99,49.03,48.31,107.07,5875.76,970.7,956.63
2025-07,"해외법무그룹",5,91,48.83,48.23,98.94,5451.65,888.7,877.77
2025-07,"CDO SE팀",4,56,36.87,49.57,76.95,5592.86,412.93,555.22
2025-07,"CMO SE1그룹",4,70,44.94,50.55,91.58,5351.43,629.1,707.63
2025-07,"Client Quality 2그룹",4,81,43.85,46.37,98.74,5676.54,710.38,751.27
2025-07,"Compliance그룹",4,71,43.61,46.99,95.25,5657.75,619.25,667.22
2025-07,"DNA기술그룹",4,57,33.21,42.54,80.27,5494.74,378.65,484.97
2025-07,"DP PFS 수행 T/F",4,66,33.13,42.89,78.35,5534.85,437.32,566.12
2025-07,"People센터",4,74,13.5,41.85,37.33,5262.16,199.77,619.35
2025-07,"Quality PMO그룹",4,82,44.28,50.82,98.55,5275.61,726.23,833.4
2025-07,"대외협력팀",4,74,44.42,50.8,85.53,5731.08,657.45,751.85
2025-07,"설비기술연구그룹",4,69,29.63,42.75,70.62,5310.14,408.88,589.9
2025-07,"Global PA파트",3,57,39.53,42.52,92.44,5580.7,450.6,484.68
2025-07,"Plant 2팀",3,62,48.26,43.25,112.64,5777.42,598.37,536.35
2025-07,"Plant 4A팀",3,63,58.56,47.59,137.43,5941.27,737.88,599.6
2025-07,"인프라복지팀",3,55,49.75,43.07,111.44,5492.73,547.22,473.8
2025-07,"CDO개발센터",2,39,42.6,49.87,86.81,5251.28,332.25,388.98
2025-07,"E&F담당",2,45,40.67,44.4,105.16,5535.56,366,399.63
2025-07,"EPCV센터",2,45,42.3,47.37,89.37,5402.22,380.7,426.33
2025-07,"MSAT Technical Excellence팀",2,40,60.68,54.35,108.78,5510,485.43,434.8
2025-07,"Plant 1팀",2,41,50.08,43.82,127.66,5975.61,410.68,359.32
2025-07,"Plant 3팀",2,42,67.46,48.57,140.53,5628.57,566.7,407.97
2025-07,"Plant 4B팀",2,38,59.8,44.12,132.43,5373.68,454.5,335.33
2025-07,"Sales&Operation팀",2,38,57.97,51.99,112.5,5739.47,440.57,395.15
2025-07,"Talent Management팀",2,37,61.05,46.15,178.28,5881.08,451.8,341.48
2025-07,"영업센터",2,36,40.91,46.85,87.89,5611.11,294.53,337.35
2025-07,"오퍼레이션센터",2,39,37.29,41.23,91.67,5676.92,290.83,321.62
2025-07,"오퍼레이션혁신팀",2,43,37.18,45.65,80.51,5616.28,319.75,392.55
2025-07,"펩타이드 T/F",2,29,33.54,43.48,77,5275.86,194.53,252.2
2025-07,"ADC/mRNA운영팀",1,19,54.65,47.51,116.95,6194.74,207.67,180.55
2025-07,"ASAT팀",1,20,41.73,54.46,73.89,6005,166.93,217.85
2025-07,"BRM그룹",1,18,53.32,48.97,113.31,5838.89,191.95,176.3
2025-07,"CMC Support팀",1,18,91.75,57.06,166.85,6077.78,330.28,205.43
2025-07,"Client Quality팀",1,19,84.69,48.96,173.49,5847.37,321.82,186.03
2025-07,"Compliance QA팀",1,20,54.23,49.66,112.03,5735,216.93,198.63
2025-07,"DP Compliance팀",1,20,40.15,40.16,96.37,5625,160.62,160.63
2025-07,"Facility Operation팀",1,22,39.17,43.51,98.99,6300,172.33,191.43
2025-07,"Facility Technology팀",1,18,40.77,48.66,83.66,6144.44,146.78,175.18
2025-07,"GT기술Lab",1,23,41.1,39.89,104.82,6256.52,189.07,183.48
2025-07,"Learning·Development팀",1,19,92.37,50.98,181.41,6168.42,351.02,193.73
2025-07,"MSAT 1팀",1,17,75.52,40.75,188.36,6141.18,256.78,138.55
2025-07,"MSAT 2팀",1,19,61.18,45.41,157.4,6157.89,232.48,172.55
2025-07,"MSAT PD팀",1,20,92.83,54.33,173.77,5780,371.3,217.32
2025-07,"Plant 5팀",1,20,40.02,52.6,75.07,6040,160.1,210.42
2025-07,"QC Operations팀",1,18,78.81,57.9,141.2,6344.44,283.7,208.43
2025-07,"QC Support팀",1,19,51.78,56.07,96.53,6105.26,196.75,213.07
2025-07,"Talent Acquisition팀",1,19,40.56,46.89,86.27,5694.74,154.13,178.18
2025-07,"Technical QA팀",1,19,50.24,42.62,124.74,6057.89,190.9,161.97
2025-07,"Validation팀",1,17,41.2,40.64,100.75,5764.71,140.07,138.18
2025-07,"바이오연구소",1,4,2.48,51.77,4.77,7225,1.98,41.42
2025-07,"선행공정개발Lab",1,18,41.47,43.37,103.32,5822.22,149.28,156.12
2025-07,"안전환경팀",1,22,35.28,43.67,79.11,6218.18,155.25,192.13
2025-07,"이물검사·패키징팀",1,24,53.03,45.73,168.35,6258.33,254.53,219.52
2025-07,"지속가능경영팀",1,18,56.2,45.04,127.43,5944.44,202.32,162.13
2025-07,"항체배양PD팀",1,19,46.96,43.13,108.78,5447.37,178.45,163.9
2025-07,"항체정제PD팀",1,19,51.19,54.35,93.24,5778.95,194.53,206.52
2025-06,"Plant 4A 정제그룹",253,3753,50.69,51.53,93.71,6475.19,38050.33,38681.63
2025-06,"Plant 3 정제그룹",249,3812,49.48,50.7,95.36,6464.9,37719.86,38656.53
2025-06,"Plant 3 배양그룹",179,2617,52.17,52.85,99.82,6592.28,27307.52,27660.92
2025-06,"Plant 4A 배양그룹",178,2530,51.63,52.6,100.3,6390.2,26125.22,26617.05
2025-06,"Plant 2 배양그룹",168,2355,51.38,52.89,99.06,6568.75,24198.73,24909.38
2025-06,"물류그룹",164,2919,41.43,42.3,97.16,7125.73,24186.67,24692.5
2025-06,"VI·PKG그룹",157,2320,49.26,50.02,93.8,6124.27,22857.83,23207.28
2025-06,"Plant 2 정제그룹",155,2363,49.45,50.89,97.41,6435.97,23369.01,24048.5
2025-06,"Plant 5 정제그룹",122,1962,50.52,51.08,92.07,8069.98,19824.84,20043.27
2025-06,"Plant 5 배양그룹",111,1541,52.3,52.91,96.92,7897.14,16120.05,16307.58
2025-06,"Plant 4B 배양그룹",103,1500,50.54,51.55,103.34,6565.2,15161.92,15466.37
2025-06,"Plant 4B 정제그룹",103,1521,51.33,52.12,96.3,6633,15615.88,15855.3
2025-06,"무균충전2그룹",91,1362,52.51,53.3,81.26,6318.43,14305.08,14519.75
2025-06,"Plant 1 배양그룹",88,1267,52.57,53.25,100.6,6409.16,13321.02,13493.82
2025-06,"Plant 1 정제그룹",87,1351,50.04,50.69,96.11,6561.07,13520.06,13696.05
2025-06,"UT운영그룹",84,1451,46.06,47.52,93.58,7304.07,13366.98,13789.42
2025-06,"Plant Compliance그룹",80,1563,41.22,42.14,98.36,7051.7,12884.79,13173.97
2025-06,"Facility Monitoring그룹",76,1274,48.04,48.67,104.6,6862.56,12239.36,12400.7
2025-06,"MFG QA 1그룹",72,1328,46.07,47.04,107.47,7061.75,12235.96,12492.82
2025-06,"미생물그룹",69,1085,48.76,49.84,103.13,6924.24,10580.53,10816
2025-06,"QC샘플관리그룹",64,997,50.1,50.97,98.8,6910.43,9989.88,10162.52
2025-06,"무균충전1그룹",64,979,50.82,51.78,73.71,6674.57,9950.83,10138.73
2025-06,"P4 MSAT그룹",57,1044,42.44,43.32,99.36,7398.37,8861.91,9044.5
2025-06,"공정설비그룹",57,1060,44.02,45.52,95.5,8257.74,9333.2,9649.28
2025-06,"P1/2 MSAT그룹",55,991,43.48,44.18,100.78,7651.97,8618.07,8756.88
2025-06,"P5 MSAT그룹",50,931,43.07,43.65,103.74,7441.35,8020.07,8128.42
2025-06,"분석개발그룹",47,847,43.78,44.6,98.2,7046.99,7415.5,7555.13
2025-06,"UT보전그룹",46,854,43.26,44.53,89.56,7358.9,7388.35,7605.02
2025-06,"원자재그룹",45,919,43.17,44.35,101.33,7526.22,7934.05,8151.88
2025-06,"Automation그룹",44,822,41.92,43.37,97.07,7712.77,6891.59,7129.85
2025-06,"IPC그룹",44,685,52.68,53.93,105.93,6939.12,7217.41,7388.63
2025-06,"DI Governance그룹",42,693,43.52,44.67,97.79,7211.54,6031.58,6190.85
2025-06,"sP정제그룹",41,660,50.42,51.4,103.02,6759.24,6656.09,6784.88
2025-06,"자재구매그룹",40,752,43.39,44.51,94.27,7685.77,6526.2,6694.4
2025-06,"PD USP그룹",35,647,41.72,42.8,96.1,7194.28,5398.19,5538.43
2025-06,"Production Planning그룹",35,596,42.1,42.9,100.53,6982.05,5018.7,5114.13
2025-06,"생화학그룹",35,617,43.41,44.69,98.86,7179.09,5356.19,5514.92
2025-06,"안전그룹",35,616,45.65,46.99,94.48,6773.7,5623.94,5789.22
2025-06,"이화학그룹",35,621,44.83,45.89,99.88,7255.88,5567.27,5699.88
2025-06,"P3 MSAT그룹",34,615,43.85,44.51,101.03,7326.18,5393.45,5474.93
2025-06,"sP배양그룹",33,487,52.45,53.59,107.14,6817.45,5109.01,5220.13
2025-06,"시험법기술이전그룹",32,564,44.39,45.42,97.57,7400.35,5007.67,5123.28
2025-06,"계측설비그룹",30,538,42.79,44.27,95.47,8961.15,4603.68,4763.32
2025-06,"DS Compliance그룹",29,543,43.33,44.2,102.69,7953.59,4705.32,4800.6
2025-06,"MES그룹",29,500,43.73,44.6,100.13,7481.6,4372.93,4460.48
2025-06,"Validation Oversight그룹",28,476,39.33,40.27,94.53,7235.71,3743.97,3834.02
2025-06,"분자세포엔지니어링그룹",27,484,39.96,40.87,96.93,6212.6,3868.44,3956.2
2025-06,"DP Compliance그룹",25,430,43.77,44.58,101.99,7602.56,3764.01,3833.87
2025-06,"Process Control QA그룹",25,470,43.33,44.2,95.89,8010.85,4072.64,4155.23
2025-06,"분석기술지원그룹",25,446,43.2,44.2,94.41,7420.85,3853.55,3942.42
2025-06,"PMO그룹",24,438,42.4,43.58,96.18,6699.32,3714.54,3817.42
2025-06,"DS System Readiness그룹",23,417,42.86,43.88,100.04,7986.57,3574.86,3659.47
2025-06,"PD DSP그룹",23,454,43.28,44.3,99.98,7102.86,3929.76,4022.85
2025-06,"Analytical QA그룹",22,402,42.03,42.91,99.74,8240.3,3379.54,3450.35
2025-06,"세포주개발그룹",22,424,40.69,41.71,97.63,7082.55,3450.75,3536.87
2025-06,"Process Engineering그룹",21,385,43.22,44.23,98.05,6514.29,3327.86,3405.38
2025-06,"QC장비관리그룹",21,399,45.52,46.61,99.52,7585.46,3632.82,3719.63
2025-06,"정제공정개발그룹",21,377,42.17,42.89,96.46,6821.75,3179.94,3234.27
2025-06,"Audit & Inspection그룹",20,337,42.15,43.09,99.01,7693.47,2841.13,2904.12
2025-06,"Quality Management그룹",19,331,47.35,48.28,103.88,7105.44,3134.86,3196.45
2025-06,"New Modality그룹",18,301,44.54,45.36,99.83,7428.57,2681.11,2730.45
2025-06,"Pilot Manufacturing그룹",18,327,43.26,44.03,97.18,6643.43,2829.14,2879.38
2025-06,"QES그룹",18,318,44.67,45.63,98.76,7049.06,2841.03,2901.93
2025-06,"정보전략그룹",18,335,45.09,46.42,93.27,7449.85,3020.93,3110.13
2025-06,"AAV기술그룹",17,296,43.26,44.7,92.51,6630.74,2560.82,2646.47
2025-06,"NPI Oversight그룹",16,308,40.9,41.87,102.27,7472.08,2519.6,2578.97
2025-06,"Non-Routine시험그룹",16,302,42.67,43.96,100.11,7042.05,2577.33,2655.3
2025-06,"Quality Improvement그룹",16,281,50.41,51.16,102.33,8004.98,2832.85,2875.37
2025-06,"배양공정개발그룹",16,341,40.56,41.41,95.68,6870.09,2766.42,2824.45
2025-06,"ADC/mRNA제조그룹",15,290,43.63,44.26,97.61,7456.21,2530.5,2566.92
2025-06,"Facility&Utility Engineering그룹",15,291,42.19,43.24,93.42,6089,2455.2,2516.67
2025-06,"PM3그룹",15,260,41.93,43.25,87.58,7314.62,2180.47,2248.83
2025-06,"항체기술개발그룹",15,262,42.58,43.39,97.14,6957.25,2230.97,2273.85
2025-06,"PM1그룹",14,233,41.92,43.18,89.3,7241.63,1953.6,2011.98
2025-06,"PM2그룹",14,244,44.4,45.46,96.97,7126.23,2166.96,2218.45
2025-06,"구매전략그룹",14,249,42.96,44.21,94.8,7205.62,2139.53,2201.45
2025-06,"MFG QA 2그룹",13,248,45.06,45.73,113.94,7787.9,2235.06,2268.27
2025-06,"재무그룹",13,223,47.67,48.63,99.82,6315.7,2126.07,2169.02
2025-06,"제형개발그룹",13,213,47.31,48.21,97.3,6857.28,2015.58,2053.57
2025-06,"ADC공정개발그룹",12,228,47.46,47.87,100.78,6812.72,2164.36,2182.82
2025-06,"DI 개선 T/F",12,213,42.93,43.74,98.88,7022.54,1828.72,1863.35
2025-06,"EBS그룹",12,212,46.51,47.54,97.09,7033.02,1971.95,2015.87
2025-06,"Material QA그룹",12,232,42.28,43.2,95.64,8892.24,1961.72,2004.45
2025-06,"QC Compliance그룹",12,205,49.27,49.98,101.24,7942.44,2019.97,2049.13
2025-06,"경영지원그룹",12,201,49.39,50.37,98.94,5775.62,1985.53,2024.7
2025-06,"오퍼레이션지원그룹",12,189,43.13,43.98,91.4,5586.24,1630.26,1662.55
2025-06,"외주구매그룹",12,223,41.38,42.73,100.19,6961.88,1845.73,1905.55
2025-06,"운영그룹",12,203,48.97,49.91,98.1,5856.16,1988.27,2026.25
